time,uninfected,infected_Gv,infected_exo_Vp,infected_endo_Vp,infected_Gv_Vp,infected_endo_Vp_Gv,infected_endo_exo_Vp,infected_Gv_endo_exo_Vp,cells,viruses,virophages
1,1024,0,0,0,0,0,0,0,1024,512,2048
2,1024,0,0,0,0,0,0,0,1024,512,2048
3,1024,0,0,0,0,0,0,0,1024,512,2048
4,1024,0,0,0,0,0,0,0,1024,512,2048
5,1024,0,0,0,0,0,0,0,1024,512,2048
6,1025,0,0,0,0,0,0,0,1025,512,2048
7,1026,0,0,0,0,0,0,0,1026,512,2048
8,1026,0,0,0,0,0,0,0,1026,512,2048
9,1026,0,0,0,0,0,0,0,1026,512,2048
10,1026,0,0,0,0,0,0,0,1026,512,2048
11,1026,0,0,0,0,0,0,0,1026,512,2048
12,1026,0,0,0,0,0,0,0,1026,512,2048
13,1026,0,0,0,0,0,0,0,1026,512,2048
14,1026,0,0,0,0,0,0,0,1026,512,2048
15,1026,0,0,0,0,0,0,0,1026,512,2048
16,1026,0,0,0,0,0,0,0,1026,512,2048
17,1027,0,0,0,0,0,0,0,1027,512,2048
18,1027,0,0,0,0,0,0,0,1027,512,2048
19,1027,0,0,0,0,0,0,0,1027,512,2048
20,1028,0,0,0,0,0,0,0,1028,512,2048
21,1029,0,0,0,0,0,0,0,1029,512,2048
22,1030,0,0,0,0,0,0,0,1030,512,2048
23,1030,0,0,0,0,0,0,0,1030,512,2048
24,1030,0,0,0,0,0,0,0,1030,512,2048
25,1030,0,0,0,0,0,0,0,1030,512,2048
26,1030,0,0,0,0,0,0,0,1030,512,2048
27,1031,0,0,0,0,0,0,0,1031,512,2048
28,1031,0,0,0,0,0,0,0,1031,512,2048
29,1031,0,0,0,0,0,0,0,1031,512,2048
30,1031,0,0,0,0,0,0,0,1031,512,2048
31,1031,0,0,0,0,0,0,0,1031,512,2048
32,1031,0,0,0,0,0,0,0,1031,512,2048
33,1032,0,0,0,0,0,0,0,1032,512,2048
34,1032,0,0,0,0,0,0,0,1032,512,2048
35,1033,0,0,0,0,0,0,0,1033,512,2048
36,1033,0,0,0,0,0,0,0,1033,512,2048
37,1033,0,0,0,0,0,0,0,1033,512,2048
38,1033,0,0,0,0,0,0,0,1033,512,2048
39,1034,0,0,0,0,0,0,0,1034,512,2048
40,1034,0,0,0,0,0,0,0,1034,512,2048
41,1034,0,0,0,0,0,0,0,1034,512,2048
42,1034,0,0,0,0,0,0,0,1034,512,2048
43,1034,0,0,0,0,0,0,0,1034,512,2048
44,1034,0,0,0,0,0,0,0,1034,512,2048
45,1034,0,0,0,0,0,0,0,1034,512,2048
46,1034,0,0,0,0,0,0,0,1034,511,2048
47,1035,0,0,0,0,0,0,0,1035,511,2048
48,1036,0,0,0,0,0,0,0,1036,511,2048
49,1036,0,0,0,0,0,0,0,1036,511,2048
50,1037,0,0,0,0,0,0,0,1037,511,2048
51,1037,0,0,0,0,0,0,0,1037,511,2048
52,1038,0,0,0,0,0,0,0,1038,511,2048
53,1038,0,0,0,0,0,0,0,1038,511,2048
54,1039,0,0,0,0,0,0,0,1039,511,2048
55,1039,0,0,0,0,0,0,0,1039,511,2048
56,1039,0,0,0,0,0,0,0,1039,511,2048
57,1039,0,0,0,0,0,0,0,1039,511,2048
58,1038,0,1,0,0,0,0,0,1039,511,2047
59,1038,0,1,0,0,0,0,0,1039,511,2047
60,1039,0,0,1,0,0,0,0,1040,511,2047
61,1039,0,0,1,0,0,0,0,1040,511,2047
62,1039,0,0,1,0,0,0,0,1040,511,2047
63,1039,0,0,1,0,0,0,0,1040,511,2047
64,1039,0,0,1,0,0,0,0,1040,511,2047
65,1039,0,0,1,0,0,0,0,1040,511,2047
66,1038,1,0,1,0,0,0,0,1040,510,2047
67,1038,1,0,1,0,0,0,0,1040,510,2047
68,1038,1,0,1,0,0,0,0,1040,510,2047
69,1038,1,0,1,0,0,0,0,1040,510,2047
70,1038,1,0,1,0,0,0,0,1040,510,2047
71,1038,1,0,1,0,0,0,0,1040,510,2047
72,1038,1,0,1,0,0,0,0,1040,510,2047
73,1038,1,0,1,0,0,0,0,1040,510,2047
74,1038,1,0,1,0,0,0,0,1040,510,2047
75,1038,1,0,1,0,0,0,0,1040,510,2047
76,1038,1,0,1,0,0,0,0,1040,510,2047
77,1039,1,0,1,0,0,0,0,1041,510,2047
78,1039,1,0,1,0,0,0,0,1041,510,2047
79,1039,1,0,1,0,0,0,0,1041,510,2047
80,1039,1,0,1,0,0,0,0,1041,510,2047
81,1039,1,0,1,0,0,0,0,1041,510,2047
82,1039,1,0,1,0,0,0,0,1041,510,2047
83,1040,1,0,1,0,0,0,0,1042,510,2047
84,1040,1,0,1,0,0,0,0,1042,510,2047
85,1040,1,0,1,0,0,0,0,1042,510,2047
86,1040,0,0,1,0,0,0,0,1041,610,2047
87,1038,2,0,1,0,0,0,0,1041,568,2047
88,1038,2,0,1,0,0,0,0,1041,559,2047
89,1037,3,0,1,0,0,0,0,1041,552,2047
90,1037,3,0,1,0,0,0,0,1041,550,2047
91,1038,3,0,1,0,0,0,0,1042,546,2047
92,1038,3,0,1,0,0,0,0,1042,543,2047
93,1038,3,0,1,0,0,0,0,1042,543,2047
94,1038,3,0,1,0,0,0,0,1042,542,2047
95,1039,3,0,1,0,0,0,0,1043,542,2047
